VARIABLES = "X2","Y2","Y3"
 0.0508635   0.212   0.059
 0.0891540   0.115  -0.021
 0.1268730   0.033  -0.082
 0.1594485  -0.036  -0.128
 0.1788795  -0.350  -0.401
 0.1840230  -0.328  -0.383
 0.2034540  -0.222  -0.284
 0.2411730   0.028   0.023
 0.2600325   0.009   0.000
 0.2788920  -0.039  -0.090
 0.2874645  -0.494  -0.523
 0.2966085  -0.429  -0.418
 0.3040380  -0.362  -0.269
 0.3177540  -0.297   0.002
 0.3303270   0.004   0.060
